"<ID|readonly|
noverify>";"<English>";

"pby-5a_late_france_shop";"⚜PBY-5A Catalina (1941)";;
"pby-5a_late_france_0";"⚜Consolidated PBY-5A Catalina (1941)";;
"pby-5a_late_france_1";"⚜PBY-5A Catalina (1941)";;
"pby-5a_late_france_2";"⚜PBY-5A (1941)";;

"p-40f-5_france_ep_shop";"⚜P-40F-5 Lafayette";;
"p-40f-5_france_ep_0";"⚜Curtiss P-40F Lafayette | Block 5";;
"p-40f-5_france_ep_1";"⚜P-40F-5 Lafayette";;
"p-40f-5_france_ep_2";"⚜P-40F-5";;

"sbd-5_france_shop";"⚜SBD-5";;
"sbd-5_france_0";"⚜Curtiss SBD-5 Dauntless";;
"sbd-5_france_1";"⚜SBD-5";;
"sbd-5_france_2";"⚜SBD-5";;

"f6f-5_france_shop";"⚜F6F-5 Hellcat";;
"f6f-5_france_0";"⚜Grumman F6F-5 Hellcat";;
"f6f-5_france_1";"⚜F6F-5 Hellcat";;
"f6f-5_france_2";"⚜F6F-5";;

"sb2c_5_france_shop";"⚜SB2C-5";;
"sb2c_5_france_0";"⚜Curtiss SB2C Helldiver | Block 5";;
"sb2c_5_france_1";"⚜SB2C-5";;
"sb2c_5_france_2";"⚜SB2C-5";;

"p-47d_22_re_france_shop";"⚜P-47D-22 Thunderbolt";;
"p-47d_22_re_france_0";"⚜Republic P-47D Thunderbolt | Block 22";;
"p-47d_22_re_france_1";"⚜P-47D-22 Thunderbolt";;
"p-47d_22_re_france_2";"⚜P-47D-22";;

"p-39q_25_france_shop";"⚜P-39Q-25 Airacobra";;
"p-39q_25_france_0";"⚜Bell P-39Q Airacobra | Block 25";;
"p-39q_25_france_1";"⚜P-39Q-25 Airacobra";;
"p-39q_25_france_2";"⚜P-39Q-25";;

"p-51c-10_france_shop";"⚜F-6C-10 Mustang";;
"p-51c-10_france_0";"⚜North American F-6C Mustang | Block 10";;
"p-51c-10_france_1";"⚜F-6C-10 Mustang";;
"p-51c-10_france_2";"⚜F-6C-10";;

"p-63c-5_france_shop";"⚜P-63C-5 Kingcobra";;
"p-63c-5_france_0";"⚜Bell P-63C Kingcobra | Block 5";;
"p-63c-5_france_1";"⚜P-63C-5 Kingcobra";;
"p-63c-5_france_2";"⚜P-63C-5";;

"b_26c_france_shop";"⚜B-26C Marauder";;
"b_26c_france_0";"⚜Martin B-26C Marauder";;
"b_26c_france_1";"⚜B-26C Marauder";;
"b_26c_france_2";"⚜B-26C";;

"pb4y-2_france_shop";"⚜PB4Y-2 Privateer";;
"pb4y-2_france_0";"⚜Consolidated PB4Y-2 Privateer";;
"pb4y-2_france_1";"⚜PB4Y-2 Privateer";;
"pb4y-2_france_2";"⚜PB4Y-2";;

"seafire_mk3_france_shop";"⚜Seafire L.III";;
"seafire_mk3_france_0";"⚜Supermarine Seafire | Low-Altitude Fighter, Mk.III";;
"seafire_mk3_france_1";"⚜Seafire L.III";;
"seafire_mk3_france_2";"⚜Seafire L.III";;

"sea_fury_fb51_shop";"◘Sea Fury FB.51";;
"sea_fury_fb51_0";"◘Hawker Sea Fury | Fighter-Bomber, Mk.51";;
"sea_fury_fb51_1";"◘Sea Fury FB.51";;
"sea_fury_fb51_2";"◘Sea Fury FB.51";;

"f4u-7_shop";"⚜F4U-7 Corsair";;
"f4u-7_0";"⚜Vought F4U-7 Corsair";;
"f4u-7_1";"⚜F4U-7 Corsair";;
"f4u-7_2";"⚜F4U-7";;

"spitfire_fr_mk14e_belgium_shop";"▄Spitfire FR.XIVe";;
"spitfire_fr_mk14e_belgium_0";"▄Supermarine Spitfire | Fighter/Reconnaissance, Mk.XIVe";;
"spitfire_fr_mk14e_belgium_1";"▄Spitfire FR.XIVe";;
"spitfire_fr_mk14e_belgium_2";"▄Spitfire FR.XIVe";;

"f6f-5n_france_shop";"⚜F6F-5N Hellcat";;
"f6f-5n_france_0";"⚜Grumman F6F-5N Hellcat";;
"f6f-5n_france_1";"⚜F6F-5N Hellcat";;
"f6f-5n_france_2";"⚜F6F-5N";;

"f8f1b_france_shop";"⚜F8F-1B Bearcat";;
"f8f1b_france_0";"⚜Grumman F8F-1B Bearcat";;
"f8f1b_france_1";"⚜F8F-1B Bearcat";;
"f8f1b_france_2";"⚜F8F-1B";;

"douglas_ad_4_france_shop";"⚜AD-4 Skyraider";;
"douglas_ad_4_france_0";"⚜Douglas AD-4 Skyraider";;
"douglas_ad_4_france_1";"⚜AD-4 Skyraider";;
"douglas_ad_4_france_2";"⚜AD-4";;

"douglas_ad_4na_france_shop";"⚜AD-4NA Skyraider";;
"douglas_ad_4na_france_0";"⚜Douglas AD-4NA Skyraider";;
"douglas_ad_4na_france_1";"⚜AD-4NA SKyraider";;
"douglas_ad_4na_france_2";"⚜AD-4NA";;

"meteor_fmk8_belgium_shop";"▄Meteor F.8";;
"meteor_fmk8_belgium_0";"▄Gloster Meteor | Fighter, Mk.8";;
"meteor_fmk8_belgium_1";"▄Meteor F.8";;
"meteor_fmk8_belgium_2";"▄Meteor F.8";;

"sea_hawk_fga50_netherlands_shop";"◘Sea Hawk Mk.50";;
"sea_hawk_fga50_netherlands_0";"◘Hawker Sea Hawk Mk.50";;
"sea_hawk_fga50_netherlands_1";"◘Sea Hawk Mk.50";;
"sea_hawk_fga50_netherlands_2";"◘Sea Hawk Mk.50";;

"so_4050_vautour_2n_shop";"S.O.4050 Vautour IIN";;
"so_4050_vautour_2n_0";"SNCASO S.O.4050 Vautour IIN";;
"so_4050_vautour_2n_1";"S.O.4050 Vautour IIN";;
"so_4050_vautour_2n_2";"S.O.4050 IIN";;

"so_4050_vautour_2n_late_shop";"S.O.4050 Vautour IIN (1973)";;
"so_4050_vautour_2n_late_0";"SNCASO S.O.4050 Vautour IIN (1973)";;
"so_4050_vautour_2n_late_1";"S.O.4050 Vautour IIN (1973)";;
"so_4050_vautour_2n_late_2";"S.O.4050 IIN (1973)";;

"md_452_mystere_2a_shop";"M.D.452 Mystère IIA";;
"md_452_mystere_2a_0";"Dassault M.D.452 Mystère IIA";;
"md_452_mystere_2a_1";"M.D.452 Mystère IIA";;
"md_452_mystere_2a_2";"M.D.452 IIA";;

"md_452_mystere_2c_preproduction_shop";"M.D.452 Mystère IIC (Preserie)";;
"md_452_mystere_2c_preproduction_0";"Dassault M.D.452 Mystère IIC (Preserie)";;
"md_452_mystere_2c_preproduction_1";"M.D.452 Mystère IIC (Preserie)";;
"md_452_mystere_2c_preproduction_2";"M.D.452 IIC";;

"md_454_mystere_4a_shop";"M.D.454 Mystère IVA";;
"md_454_mystere_4a_0";"Dassault M.D.454 Mystère IVA";;
"md_454_mystere_4a_1";"M.D.454 Mystère IVA";;
"md_454_mystere_4a_2";"M.D.454 IVA";;

"md_460_shop";"M.D.460 Super Mystère B2";;
"md_460_0";"Dassault M.D.460 Super Mystère B2";;
"md_460_1";"M.D.460 Super Mystère B2";;
"md_460_2";"M.D.460 SMB2";;

